CountryRegionName,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,Age
United Kingdom,Graduate Degree,Clerical,F,M,1,3,1,2,79353,0.0,52.05,43
United States,Partial College,Clerical,M,S,0,1,0,0,77317,1.0,53.05,30
United States,Partial College,Manual,F,S,0,0,0,0,29796,1.0,53.81,47
United States,Graduate Degree,Professional,F,S,1,2,0,1,132479,0.0,49.85,64
Canada,Bachelors,Clerical,M,M,1,2,1,2,82330,0.0,51.39,34
United Kingdom,Graduate Degree,Clerical,M,M,1,2,0,2,79442,1.0,48.8,59
United Kingdom,Partial High School,Manual,M,S,0,0,0,0,33736,1.0,49.92,40
United States,Partial High School,Skilled Manual,F,S,1,0,1,1,54358,0.0,50.25,59
United States,Bachelors,Clerical,F,M,1,2,1,2,85825,1.0,46.83,46
Australia,High School,Skilled Manual,F,S,1,2,0,0,58166,1.0,50.17,52
Germany,Bachelors,Management,F,M,1,2,0,2,112449,0.0,48.4,67
France,Partial College,Skilled Manual,F,M,1,1,2,2,57227,0.0,50.77,49
United Kingdom,Bachelors,Skilled Manual,F,M,1,2,1,2,61693,0.0,57.56,62
Australia,Bachelors,Manual,F,S,0,1,0,0,34619,1.0,61.34,40
Canada,Graduate Degree,Manual,F,M,0,1,0,1,34147,1.0,55.89,38
United Kingdom,Partial College,Skilled Manual,M,M,1,1,1,2,58622,0.0,46.29,51
United States,Partial College,Skilled Manual,F,M,0,1,0,0,61325,0.0,48.47,30
United States,Partial College,Management,F,M,0,1,0,0,111218,1.0,53.61,26
United States,Partial College,Manual,M,S,0,0,0,0,25911,0.0,50.47,48
United States,Graduate Degree,Professional,M,M,1,2,0,0,134871,0.0,52.87,38
Canada,Graduate Degree,Professional,M,M,1,0,1,2,136551,0.0,53.72,45
United States,High School,Manual,M,M,0,0,0,0,33842,0.0,45.77,30
Australia,Partial High School,Skilled Manual,F,M,1,2,0,2,52337,0.0,46.35,55
United States,Partial College,Clerical,M,S,1,3,0,0,83611,0.0,52.04,49
Germany,Bachelors,Clerical,F,S,0,3,0,0,82045,1.0,56.73,34
France,High School,Skilled Manual,F,S,0,1,0,0,56375,0.0,48.42,31
Australia,Graduate Degree,Clerical,M,S,0,0,0,0,79094,1.0,48.96,35
Australia,Partial High School,Manual,M,M,0,1,1,1,29831,1.0,50.83,32
United Kingdom,Graduate Degree,Manual,M,M,1,1,1,1,30092,1.0,51.9,43
Australia,Bachelors,Management,F,M,1,2,0,0,109025,0.0,48.0,34
Germany,High School,Manual,M,M,0,0,1,1,34301,1.0,53.85,39
Canada,Bachelors,Skilled Manual,F,S,0,1,0,0,52057,1.0,51.54,39
Canada,Partial College,Skilled Manual,M,M,1,1,1,2,53789,0.0,50.26,44
Canada,Bachelors,Clerical,F,M,1,3,1,2,82457,0.0,48.08,40
France,Partial College,Skilled Manual,M,M,1,1,2,2,59121,1.0,49.85,58
Australia,Bachelors,Skilled Manual,F,S,1,1,0,0,52828,0.0,45.05,51
Canada,Graduate Degree,Management,F,M,1,0,1,1,106631,1.0,52.26,32
United States,Bachelors,Management,M,M,1,1,0,2,108987,0.0,49.75,57
United States,High School,Manual,M,M,1,0,1,2,25981,1.0,52.06,52
United States,Partial College,Skilled Manual,F,S,0,0,0,0,52355,0.0,45.31,25
Germany,Partial College,Skilled Manual,M,M,1,1,1,2,54003,1.0,49.85,47
Canada,Partial High School,Manual,F,S,0,0,0,0,28270,1.0,53.26,27
Germany,Partial College,Management,M,S,0,1,0,0,107065,1.0,51.92,29
Australia,Bachelors,Clerical,M,M,0,1,0,0,86672,0.0,47.91,25
United States,Bachelors,Professional,F,M,1,1,1,2,132888,0.0,51.23,35
Germany,Partial High School,Manual,F,S,1,0,1,1,29134,1.0,47.96,57
United Kingdom,Bachelors,Manual,M,M,0,1,1,1,35767,0.0,49.66,37
United States,Bachelors,Professional,M,S,0,2,0,0,130355,0.0,54.05,31
United States,Partial College,Skilled Manual,F,S,0,2,0,0,56110,1.0,62.57,28
United States,Bachelors,Manual,F,S,0,0,0,0,29380,0.0,52.15,39
France,Graduate Degree,Manual,M,M,1,1,1,1,29373,1.0,50.83,42
United States,Bachelors,Skilled Manual,M,M,1,0,1,2,53001,1.0,48.56,59
Germany,Partial High School,Skilled Manual,F,S,0,1,0,0,51777,0.0,52.59,28
United Kingdom,Graduate Degree,Clerical,F,S,1,1,0,0,80714,1.0,50.65,42
United States,Partial College,Clerical,M,M,1,2,1,1,77337,0.0,49.03,41
Australia,High School,Skilled Manual,F,S,1,1,0,1,53959,0.0,50.51,57
United Kingdom,Partial High School,Skilled Manual,F,S,0,2,0,0,59930,0.0,49.76,33
Germany,High School,Skilled Manual,F,M,1,2,1,2,51937,0.0,47.5,55
France,Bachelors,Skilled Manual,M,S,0,1,0,0,59294,0.0,52.28,36
United States,Graduate Degree,Skilled Manual,F,M,1,1,1,2,58657,0.0,48.64,68
United Kingdom,Partial College,Manual,M,S,0,0,0,0,27250,1.0,56.62,28
United Kingdom,Bachelors,Clerical,F,M,1,1,0,1,80299,1.0,48.85,40
United States,Bachelors,Skilled Manual,F,S,0,2,0,0,55465,0.0,49.65,37
United States,Partial College,Skilled Manual,F,S,0,2,0,0,51001,1.0,59.03,37
United States,Graduate Degree,Skilled Manual,M,M,1,1,0,2,57756,1.0,51.44,46
Canada,Partial College,Skilled Manual,F,M,0,0,0,2,52727,1.0,49.53,36
France,Partial College,Skilled Manual,M,S,1,1,0,0,61364,1.0,52.82,48
United States,Graduate Degree,Skilled Manual,F,M,0,0,0,1,53931,0.0,58.42,33
United States,Bachelors,Skilled Manual,M,S,0,0,0,0,55876,1.0,54.09,36
Australia,Bachelors,Clerical,M,S,0,2,0,0,80527,0.0,52.54,38
Australia,Bachelors,Management,M,M,1,1,1,2,110377,1.0,49.95,42
France,Graduate Degree,Skilled Manual,M,M,1,1,1,2,60008,0.0,53.74,69
Germany,Bachelors,Clerical,F,M,1,1,1,2,84990,0.0,47.85,64
Australia,Partial College,Manual,M,M,1,1,1,1,32785,1.0,48.08,44
Canada,High School,Clerical,M,M,1,2,2,2,80126,0.0,52.01,60
Germany,Graduate Degree,Professional,F,S,1,2,0,1,137737,0.0,48.55,60
Australia,High School,Manual,M,S,0,0,0,0,32181,1.0,52.44,27
United States,Partial College,Clerical,F,M,1,1,1,2,82516,1.0,51.39,54
Germany,High School,Skilled Manual,F,S,0,0,0,0,58865,0.0,51.05,28
United States,Partial College,Skilled Manual,F,M,1,1,0,2,52180,1.0,54.76,44
United States,High School,Clerical,F,S,1,2,0,0,78428,1.0,49.21,49
Australia,Graduate Degree,Skilled Manual,M,M,0,1,0,2,57464,0.0,46.08,35
United Kingdom,Graduate Degree,Professional,M,M,1,2,0,0,134699,1.0,50.02,30
United Kingdom,High School,Clerical,F,S,0,2,0,0,83529,0.0,52.3,38
United States,Bachelors,Clerical,M,S,1,1,0,1,80504,1.0,52.14,64
United States,Bachelors,Management,F,M,1,0,1,2,109502,1.0,52.21,46
France,Partial College,Skilled Manual,F,S,0,0,0,0,53430,1.0,52.34,39
France,Partial College,Manual,M,S,0,1,0,0,35886,0.0,52.72,34
United Kingdom,Partial High School,Skilled Manual,F,S,0,0,0,0,56962,1.0,50.5,31
United States,Partial College,Skilled Manual,F,S,0,0,0,0,55539,0.0,48.79,29
United Kingdom,Bachelors,Management,F,M,1,3,1,2,104496,0.0,50.22,39
Australia,Graduate Degree,Skilled Manual,F,M,0,1,1,1,61215,1.0,51.11,35
United States,Graduate Degree,Professional,F,M,1,1,0,1,132175,1.0,50.21,33
United Kingdom,Bachelors,Skilled Manual,F,S,0,1,0,0,62021,0.0,51.28,44
United States,Graduate Degree,Management,M,M,1,0,0,0,109981,0.0,49.29,31
France,High School,Skilled Manual,F,S,1,1,0,0,52118,0.0,54.44,54
Canada,High School,Skilled Manual,F,S,1,1,0,0,52318,1.0,62.32,53
United States,Graduate Degree,Professional,F,M,1,2,0,0,128445,1.0,55.69,34
Germany,Partial College,Manual,F,S,0,0,0,0,31287,1.0,47.61,26
United States,Bachelors,Management,F,M,1,1,0,1,109121,1.0,54.16,43
France,Partial College,Manual,F,S,0,1,0,0,35475,1.0,51.23,27
United Kingdom,Bachelors,Clerical,F,M,1,1,2,3,82194,0.0,53.36,62
Australia,Bachelors,Skilled Manual,M,M,1,2,1,2,58846,1.0,51.82,38
United States,Bachelors,Management,M,M,1,1,0,1,105896,1.0,49.67,40
United States,Graduate Degree,Manual,M,M,0,1,1,2,30068,1.0,47.29,33
Australia,High School,Clerical,F,S,0,2,0,0,83160,1.0,49.55,27
United States,High School,Skilled Manual,M,S,0,0,0,0,60670,1.0,52.38,24
United States,Partial High School,Manual,M,S,0,0,0,0,33289,0.0,49.37,50
Australia,Graduate Degree,Clerical,F,M,1,2,1,1,77990,0.0,60.4,35
United States,Graduate Degree,Clerical,M,M,1,3,0,3,81976,1.0,51.07,68
United States,Bachelors,Manual,M,M,0,1,0,1,36083,1.0,60.66,34
Australia,Partial College,Clerical,F,S,0,0,0,0,84931,1.0,50.83,31
United States,Graduate Degree,Management,F,M,1,1,1,1,110813,0.0,53.24,35
United Kingdom,Partial College,Manual,F,S,0,1,0,0,31763,0.0,50.17,44
France,High School,Skilled Manual,M,S,1,1,0,0,62201,0.0,55.67,49
United States,Graduate Degree,Clerical,F,S,0,0,0,0,76679,1.0,53.56,32
Germany,Bachelors,Clerical,M,M,1,2,1,2,83855,1.0,52.38,49
France,Bachelors,Management,F,M,1,3,0,0,109113,1.0,49.29,38
United Kingdom,Partial College,Skilled Manual,F,S,0,2,0,0,58898,0.0,49.58,27
Germany,High School,Manual,F,S,0,1,0,0,30892,0.0,51.4,48
United States,Partial College,Clerical,M,S,0,2,0,0,79044,1.0,49.06,39
United States,Graduate Degree,Clerical,M,M,1,1,1,2,77843,0.0,54.98,61
Australia,Partial College,Clerical,M,M,1,0,1,2,84801,1.0,51.05,54
Canada,Bachelors,Skilled Manual,M,M,0,2,0,2,57494,0.0,56.55,36
Germany,Partial College,Manual,F,M,1,0,2,2,26506,1.0,53.1,62
United Kingdom,High School,Skilled Manual,F,S,1,1,0,0,57553,1.0,53.5,47
United States,High School,Manual,F,S,0,0,0,0,32532,1.0,55.67,49
United States,Graduate Degree,Management,F,S,1,1,0,0,106704,0.0,51.66,40
France,High School,Skilled Manual,M,S,0,1,0,0,55736,0.0,52.52,33
United States,Bachelors,Management,M,S,1,1,0,0,110688,0.0,49.78,40
United States,Bachelors,Skilled Manual,F,S,0,2,0,0,54134,0.0,45.26,42
United States,High School,Clerical,M,S,0,0,0,0,82666,1.0,48.42,29
United States,High School,Skilled Manual,M,M,1,2,2,2,55550,1.0,52.05,43
Germany,Graduate Degree,Clerical,M,S,0,2,0,0,85764,1.0,53.14,36
Canada,Partial College,Skilled Manual,F,S,0,0,0,0,60376,1.0,57.55,29
United States,Partial College,Clerical,M,M,1,1,0,2,82063,1.0,53.52,56
United States,Partial College,Manual,F,M,1,0,1,1,25959,0.0,47.73,43
United Kingdom,Bachelors,Skilled Manual,M,M,1,1,1,1,55880,1.0,49.14,37
United States,Graduate Degree,Skilled Manual,M,S,0,2,0,0,52572,1.0,55.94,37
United Kingdom,Bachelors,Management,M,S,1,3,0,0,106436,1.0,55.45,37
Australia,Bachelors,Management,M,M,1,2,0,0,103057,1.0,53.63,38
Germany,Partial College,Clerical,F,S,1,0,0,0,79657,1.0,52.89,49
France,Partial College,Manual,F,S,0,0,0,0,28533,1.0,53.32,26
Germany,Partial College,Skilled Manual,F,M,1,1,1,1,58662,0.0,47.81,39
United States,Bachelors,Management,F,S,1,2,1,1,111789,1.0,49.79,60
United States,Partial College,Clerical,M,M,1,1,1,1,81315,1.0,54.33,42
United States,Bachelors,Management,M,S,1,1,0,0,108101,0.0,57.55,42
United States,High School,Clerical,F,M,1,1,1,2,84957,1.0,50.75,51
Germany,Partial College,Clerical,F,M,1,1,1,1,77994,1.0,48.27,50
United Kingdom,Bachelors,Skilled Manual,F,M,1,2,0,2,56885,1.0,51.76,63
France,Partial College,Clerical,F,S,1,2,0,0,76981,1.0,54.18,47
Canada,High School,Skilled Manual,M,M,1,1,1,2,62177,0.0,62.98,51
Australia,Bachelors,Professional,M,M,1,1,0,2,132403,0.0,51.3,45
France,Partial College,Clerical,M,S,1,3,0,0,86646,1.0,53.97,51
United States,Partial College,Skilled Manual,M,M,1,1,0,2,53184,0.0,59.82,49
Australia,High School,Skilled Manual,M,M,1,2,1,2,55589,1.0,51.27,58
France,Partial College,Clerical,F,S,0,2,0,0,78595,0.0,58.69,39
Australia,Bachelors,Professional,M,S,1,3,0,0,133149,0.0,56.55,40
United States,Bachelors,Management,F,M,1,3,0,2,105006,0.0,51.58,39
United States,Partial College,Clerical,F,M,1,1,1,1,84028,1.0,52.23,42
United States,Bachelors,Clerical,M,M,1,2,0,2,86795,0.0,51.89,46
Australia,Bachelors,Skilled Manual,F,S,0,0,0,0,51979,1.0,56.99,40
United States,Partial College,Clerical,M,M,1,1,0,1,83742,0.0,51.88,44
United Kingdom,Bachelors,Clerical,M,M,1,1,0,1,81105,1.0,50.5,39
Australia,Bachelors,Clerical,M,S,0,3,0,0,80068,0.0,51.18,30
Germany,Graduate Degree,Professional,M,M,1,1,0,1,128731,1.0,54.01,34
United States,Partial College,Skilled Manual,F,S,0,0,0,0,61542,1.0,51.96,40
Germany,Graduate Degree,Professional,M,S,1,1,0,0,134372,1.0,51.13,43
United Kingdom,Bachelors,Clerical,F,M,1,1,1,1,76316,1.0,52.83,36
United States,High School,Clerical,M,M,1,1,1,2,87810,1.0,49.73,57
France,Partial High School,Manual,F,S,0,1,0,0,36526,1.0,52.55,41
United States,Partial College,Clerical,M,S,0,3,0,0,81421,1.0,51.75,28
France,High School,Clerical,F,M,1,1,1,1,87090,1.0,49.67,37
United States,High School,Skilled Manual,F,M,1,0,1,2,54557,0.0,54.54,51
United States,Bachelors,Manual,M,S,0,1,0,0,33422,1.0,61.54,39
Germany,Partial College,Clerical,M,M,1,2,0,2,87617,1.0,48.11,51
France,Partial High School,Skilled Manual,M,S,0,1,0,0,55086,1.0,52.49,32
United States,Partial College,Management,F,M,1,3,0,0,112036,0.0,52.81,28
United Kingdom,Partial College,Skilled Manual,F,M,1,1,1,2,57316,1.0,48.75,50
France,Bachelors,Management,M,S,0,0,0,0,109415,1.0,47.78,34
United States,Partial College,Clerical,M,M,1,1,1,2,82034,0.0,49.46,53
Australia,Partial College,Skilled Manual,M,S,0,1,0,0,53814,0.0,47.11,26
United States,Graduate Degree,Clerical,F,M,1,2,1,2,78501,1.0,55.21,38
United States,Graduate Degree,Professional,M,M,1,1,0,1,134755,1.0,52.5,37
Australia,Partial College,Skilled Manual,M,S,0,0,0,0,55419,0.0,53.4,27
Australia,High School,Skilled Manual,F,M,1,2,0,2,51577,1.0,51.51,52
Canada,Bachelors,Manual,M,M,0,1,1,2,27189,0.0,47.53,40
Germany,Partial High School,Manual,M,S,0,0,0,0,33493,1.0,51.82,37
Australia,Partial College,Skilled Manual,M,S,0,0,0,0,52428,0.0,51.06,43
United Kingdom,Partial College,Skilled Manual,F,M,1,1,1,2,56266,0.0,53.86,45
United States,High School,Clerical,F,S,1,1,0,0,86162,1.0,50.21,53
Australia,Bachelors,Professional,F,M,1,2,0,0,128800,1.0,54.39,46
Germany,Bachelors,Skilled Manual,F,M,0,0,0,0,51052,0.0,51.4,31
United Kingdom,Partial College,Skilled Manual,M,S,0,2,0,0,54543,1.0,45.91,36
United States,Bachelors,Management,M,M,1,1,0,2,112221,1.0,53.01,57
Canada,Bachelors,Management,F,S,1,2,0,0,111265,0.0,49.73,39
United States,Graduate Degree,Clerical,F,M,0,0,0,0,81705,0.0,48.97,31
Canada,High School,Clerical,F,S,1,2,0,0,87494,0.0,48.43,48
Canada,Bachelors,Manual,M,M,0,1,1,1,26085,1.0,46.57,40
Australia,High School,Manual,M,M,0,1,1,1,32668,0.0,54.0,32
Australia,Bachelors,Management,M,S,0,0,0,0,102781,1.0,53.32,32
Canada,Partial College,Clerical,F,M,1,2,0,3,79030,1.0,49.52,72
United States,Graduate Degree,Manual,F,M,0,1,1,1,29755,1.0,54.09,33
Canada,Graduate Degree,Manual,M,S,0,1,0,0,29294,1.0,52.41,38
Germany,High School,Manual,M,S,0,0,0,0,32816,0.0,50.25,29
Germany,Partial High School,Skilled Manual,M,S,0,1,0,0,56159,1.0,51.11,40
United States,Partial College,Skilled Manual,F,M,1,1,1,2,62084,1.0,50.3,47
United States,Bachelors,Skilled Manual,F,M,0,2,1,2,57873,1.0,59.42,34
United Kingdom,Partial College,Clerical,M,M,1,2,0,2,84053,1.0,61.33,52
United States,Partial College,Clerical,F,M,1,1,1,2,77970,0.0,49.59,43
France,High School,Skilled Manual,F,S,0,1,0,0,56960,0.0,46.52,45
Australia,Partial College,Skilled Manual,F,S,0,0,0,0,52721,0.0,48.86,24
United States,Bachelors,Clerical,F,M,1,2,0,1,84412,1.0,51.96,36
United States,High School,Skilled Manual,M,S,1,1,0,0,51685,1.0,51.04,47
United States,Graduate Degree,Professional,M,M,1,2,0,0,136951,0.0,49.23,44
Australia,Partial College,Skilled Manual,F,M,1,1,0,2,61472,1.0,52.08,43
France,High School,Manual,M,S,0,1,0,0,31005,0.0,47.79,33
Canada,Graduate Degree,Skilled Manual,F,M,1,1,0,2,52626,1.0,50.51,45
United States,Bachelors,Management,F,M,1,3,1,2,111635,0.0,52.81,39
United States,Bachelors,Management,F,M,1,3,1,1,106067,1.0,50.57,35
United States,High School,Skilled Manual,F,S,1,1,0,0,58387,1.0,52.29,47
France,Partial College,Clerical,M,M,1,1,1,1,86187,0.0,45.46,33
United States,Partial College,Manual,F,S,0,0,0,0,26799,0.0,49.6,37
Australia,Partial College,Clerical,M,M,0,2,0,0,86452,1.0,60.7,24
United States,Bachelors,Management,M,S,1,1,0,0,104477,1.0,53.6,40
Australia,High School,Skilled Manual,F,M,1,1,2,2,58769,0.0,55.59,60
Australia,Bachelors,Skilled Manual,F,M,1,2,1,2,51670,0.0,45.61,42
Canada,Partial College,Manual,M,M,1,1,0,1,28599,1.0,51.62,42
United States,High School,Skilled Manual,F,S,0,0,0,0,57890,0.0,52.61,29
Canada,Partial College,Clerical,M,S,1,0,0,0,80208,1.0,62.14,48
Germany,Partial College,Clerical,M,M,1,2,1,2,79994,0.0,54.76,52
Australia,Bachelors,Management,M,S,0,1,0,0,109538,1.0,51.32,28
Germany,High School,Manual,F,M,1,1,2,2,29719,1.0,55.35,53
Australia,Bachelors,Clerical,F,M,1,2,2,2,84311,1.0,53.57,33
France,Graduate Degree,Management,F,S,0,1,0,0,111630,1.0,49.15,35
United States,Bachelors,Professional,M,S,1,3,0,0,135024,1.0,52.64,41
United States,Graduate Degree,Skilled Manual,M,M,1,1,0,2,62014,0.0,52.26,45
Canada,Partial High School,Skilled Manual,F,S,1,0,0,0,54348,1.0,58.81,50
France,Partial College,Clerical,M,M,1,0,0,1,85000,1.0,54.24,43
Australia,Partial High School,Skilled Manual,F,S,1,2,0,0,61868,1.0,51.93,56
Germany,Partial College,Skilled Manual,M,S,0,2,0,0,60831,0.0,50.07,37
Australia,High School,Skilled Manual,M,M,0,1,1,1,54888,1.0,53.1,34
United States,Graduate Degree,Clerical,F,S,0,2,0,0,87494,0.0,47.5,35
United States,Partial College,Management,M,S,1,2,0,0,104261,0.0,48.69,40
United Kingdom,Partial College,Management,F,S,0,2,0,0,106692,0.0,51.6,26
Australia,Bachelors,Management,F,S,1,2,0,0,111740,0.0,53.83,40
Australia,Bachelors,Clerical,F,M,1,1,0,1,79275,1.0,52.99,37
Australia,Bachelors,Skilled Manual,M,M,1,1,1,2,51637,0.0,49.75,46
Germany,High School,Manual,F,M,1,1,3,3,27301,1.0,52.59,88
United States,Bachelors,Skilled Manual,M,M,1,1,0,3,55211,0.0,52.38,62
Canada,Partial High School,Skilled Manual,F,S,1,1,0,0,51801,0.0,52.31,50
United States,Partial College,Clerical,F,M,1,1,2,2,76309,0.0,53.16,52
United States,Bachelors,Management,F,S,1,3,1,1,102970,1.0,50.06,59
United States,Partial College,Skilled Manual,F,S,0,1,0,0,59567,1.0,53.53,41
United States,Partial College,Skilled Manual,F,S,0,0,0,0,56165,1.0,55.43,30
United States,Partial College,Clerical,M,M,1,3,0,2,87299,1.0,50.75,43
Germany,Partial College,Clerical,F,S,1,0,0,0,80193,0.0,51.22,54
United States,High School,Manual,M,S,0,1,0,0,29436,1.0,50.61,48
United Kingdom,Partial College,Clerical,F,M,1,2,0,1,86915,1.0,51.64,42
United States,Bachelors,Management,F,M,1,3,2,2,112161,0.0,50.27,44
Germany,Partial College,Management,F,M,1,2,1,2,112091,1.0,51.92,45
United Kingdom,Graduate Degree,Clerical,F,M,1,1,1,1,86663,1.0,50.51,36
Australia,High School,Clerical,F,S,0,2,0,0,81627,1.0,50.1,27
United States,Graduate Degree,Manual,M,M,1,0,1,2,36209,1.0,47.82,68
United States,Bachelors,Management,F,M,1,2,0,0,109472,1.0,49.11,34
United States,High School,Clerical,F,S,1,1,0,0,78846,0.0,47.08,42
Germany,Partial College,Clerical,M,M,1,2,1,2,77829,1.0,53.2,47
France,High School,Manual,M,S,1,1,1,1,33493,1.0,51.79,71
Canada,High School,Manual,M,S,0,1,0,0,34072,0.0,52.59,30
United States,Bachelors,Manual,F,M,0,1,1,1,31050,1.0,57.31,39
Australia,High School,Skilled Manual,M,M,1,1,1,2,58606,1.0,51.71,60
Germany,Partial High School,Manual,M,S,0,1,0,0,31807,0.0,50.4,24
Australia,Bachelors,Management,F,S,0,2,0,0,106975,0.0,48.19,26
United States,Graduate Degree,Professional,F,M,1,2,2,2,130682,0.0,52.2,38
Canada,Graduate Degree,Professional,M,M,1,2,0,3,136773,0.0,51.8,67
Germany,Graduate Degree,Skilled Manual,M,M,1,2,1,1,52167,0.0,50.71,42
United Kingdom,Bachelors,Management,M,M,1,2,0,0,102510,0.0,50.37,35
United States,Partial College,Skilled Manual,M,S,0,1,0,0,55320,0.0,49.8,26
Australia,High School,Manual,F,S,1,1,0,0,33013,0.0,51.71,56
United States,Bachelors,Clerical,M,M,1,1,0,2,84325,1.0,49.99,41
United States,Partial College,Skilled Manual,M,S,0,1,0,0,58038,1.0,56.21,28
United States,Bachelors,Clerical,M,M,1,2,0,2,87753,0.0,55.61,59
United States,Bachelors,Clerical,F,M,1,1,0,1,80853,1.0,55.97,34
Australia,Bachelors,Clerical,F,S,0,1,0,0,76386,1.0,51.19,32
Canada,Partial College,Management,M,M,1,2,0,2,112184,0.0,57.68,52
United States,Partial College,Clerical,F,M,1,2,0,2,77067,1.0,55.07,55
France,Bachelors,Clerical,M,M,1,3,1,1,87407,1.0,63.65,51
United States,Partial College,Skilled Manual,M,M,1,1,1,1,52918,1.0,50.21,50
United States,Graduate Degree,Management,M,M,1,2,0,0,112624,1.0,48.78,46
United States,Partial College,Management,F,M,1,0,0,2,107366,0.0,50.32,55
France,Bachelors,Clerical,M,M,1,1,0,1,80453,0.0,48.45,45
United Kingdom,Partial High School,Skilled Manual,M,S,1,2,0,0,56073,0.0,52.65,50
Australia,Bachelors,Management,M,S,1,3,0,0,112440,1.0,55.35,41
United States,Bachelors,Clerical,F,S,0,2,0,0,81255,0.0,51.0,36
Australia,Bachelors,Skilled Manual,F,M,1,2,0,2,58015,1.0,54.03,37
United Kingdom,Graduate Degree,Clerical,F,M,1,1,0,2,81350,1.0,47.97,60
France,High School,Skilled Manual,F,S,0,1,0,0,57174,1.0,50.59,40
United States,Graduate Degree,Clerical,F,S,1,1,1,1,87032,1.0,53.83,65
United States,High School,Skilled Manual,M,M,1,2,1,2,53372,1.0,51.76,50
Australia,Bachelors,Management,F,M,1,0,0,2,106122,1.0,52.71,45
United Kingdom,Bachelors,Manual,M,M,0,0,0,2,35524,1.0,51.67,38
United States,High School,Skilled Manual,F,M,1,2,0,1,53375,0.0,49.29,52
United States,Graduate Degree,Clerical,M,S,1,0,1,1,78701,0.0,57.58,69
Germany,High School,Clerical,F,S,0,2,0,0,78010,1.0,53.33,33
Australia,Bachelors,Skilled Manual,M,S,0,1,0,0,54130,1.0,55.13,36
United States,Bachelors,Clerical,F,M,1,2,1,2,80605,1.0,50.36,34
Germany,Bachelors,Management,F,M,1,3,0,0,110915,1.0,50.23,37
